accession	phylum	class	species
GB_GCA_017608235	Nanobdellota	Nanobdellia	JAFCGI01 sp017608235
GB_GCA_017608025	Nanobdellota	Nanobdellia	JAFCGM01 sp017608025
GB_GCA_017608835	Nanobdellota	Nanobdellia	JAFCGN01 sp017608045
GB_GCA_017609105	Nanobdellota	Nanobdellia	JAFCGN01 sp017609105
GB_GCA_016932615	Aenigmatarchaeota	Aenigmatarchaeia	JAFGCN01 sp016932615
GB_GCA_016931955	Altiarchaeota	Altiarchaeia	JAFGDV01 sp016931955
GB_GCA_016931255	Aenigmatarchaeota	Aenigmatarchaeia	JAFGFG01 sp016931255
GB_GCA_021163005	Aenigmatarchaeota	Aenigmatarchaeia	JAFGFG01 sp021163005
GB_GCA_028279705	Aenigmatarchaeota	Aenigmatarchaeia	JAFGFG01 sp028279705
GB_GCA_035404685	Methanobacteriota_B	Thermococci	JAFGGT01 sp036733165
GB_GCA_016928835	Nanobdellota	Nanobdellia	JAFGJW01 sp016928835
GB_GCA_016928155	Nanobdellota	Nanobdellia	JAFGLG01 sp016928155
GB_GCA_016928115	Nanobdellota	Nanobdellia	JAFGLI01 sp016928115
GB_GCA_016928095	Thermoplasmatota	EX4484-6	JAFGLL01 sp016928095
GB_GCA_016927425	Halobacteriota	Methanosarcinia	JAFGMR01 sp016927425
GB_GCA_016926735	Asgardarchaeota	Lokiarchaeia	JAFGOA01 sp016926735
GB_GCA_019894715	Asgardarchaeota	Lokiarchaeia	JAFGOA01 sp019894715
GB_GCA_016926505	Halobacteriota	Methanomicrobia	JAFGOM01 sp016926505
GB_GCA_016935985	Nanobdellota	Nanobdellia	JAFGPW01 sp016935985
GB_GCA_016935125	Nanobdellota	Nanobdellia	JAFGRM01 sp016935125
GB_GCA_016935095	Nanobdellota	Nanobdellia	JAFGRO01 sp016935095
GB_GCA_017885655	Thermoplasmatota	Thermoplasmata	JAFNFQ01 sp017885655
GB_GCA_041489255	Thermoplasmatota	Thermoplasmata	JAFNFQ01 sp041489255
GB_GCA_017883965	Halobacteriota	Syntropharchaeia	JAFNKG01 sp017883965
GB_GCA_030602585	Halobacteriota	Syntropharchaeia	JAFNKG01 sp030602585
GB_GCA_038877255	Micrarchaeota	Micrarchaeia	JAGDXZ01 sp038877255
GB_GCA_039793645	Micrarchaeota	Micrarchaeia	JAGDYD01 sp039793645
GB_GCA_021158055	Iainarchaeota	Iainarchaeia	JAGGVJ01 sp021158055
GB_GCA_021157845	Aenigmatarchaeota	Aenigmatarchaeia	JAGGVU01 sp021157845
GB_GCA_021163365	Nanobdellota	Nanobdellia	JAGGWW01 sp021163365
GB_GCA_021163245	Thermoproteota	Thermoprotei	JAGGXB01 sp021163245
GB_GCA_021163225	Micrarchaeota	Micrarchaeia	JAGGXE01 sp021163225
GB_GCA_021163205	Aenigmatarchaeota	Aenigmatarchaeia	JAGGXF01 sp021163205
GB_GCA_021163145	Aenigmatarchaeota	Aenigmatarchaeia	JAGGXH01 sp021163145
GB_GCA_021158865	Thermoplasmatota	E2	JAGGXW01 sp021158865
GB_GCA_021162305	Thermoplasmatota	E2	JAGGXW01 sp021162305
GB_GCA_021162815	Thermoplasmatota	E2	JAGGXW01 sp021162815
GB_GCA_937877805	Thermoproteota	Thermoprotei	JAGGXX01 sp021162845
GB_GCA_021162685	B1Sed10-29	B1Sed10-29	JAGGYF01 sp021162685
GB_GCA_021162425	Aenigmatarchaeota	Aenigmatarchaeia	JAGGYQ01 sp021162425
GB_GCA_021162185	Nanobdellota	Nanobdellia	JAGGZC01 sp021162185
GB_GCA_021162065	Thermoplasmatota	E2	JAGGZK01 sp021162065
GB_GCA_021161785	Nanobdellota	Nanobdellia	JAGGZX01 sp021161785
GB_GCA_021161465	B1Sed10-29	B1Sed10-29	JAGHAM01 sp021161465
GB_GCA_021160575	Thermoproteota	Methanomethylicia	JAGHCH01 sp021160575
GB_GCA_023145185	Thermoplasmatota	EX4484-6	JAGLEG01 sp023145185
GB_GCA_030670545	Nanobdellota	Nanobdellia	JAGLGH01 sp030670545
GB_GCA_023140195	Thermoplasmatota	Thermoplasmata	JAGLME01 sp023140195
GB_GCA_030601705	Thermoplasmatota	E2	JAGLML01 sp030601705
GB_GCA_030637545	Nanobdellota	Nanobdellia	JAGLOA01 sp023139205
GB_GCA_030640145	Thermoplasmatota	Thermoplasmata	JAGLQM01 sp023136815
GB_GCA_030637625	Thermoproteota	Bathyarchaeia	JAGLRI01 sp023136395
GB_GCA_020696385	Thermoplasmatota	Thermoplasmata	JAGLSY01 sp020696385
GB_GCA_020697715	Thermoplasmatota	Thermoplasmata	JAGLSY01 sp020697715
GB_GCA_030634565	Thermoplasmatota	Thermoplasmata	JAGLSY01 sp023137005
GB_GCA_019323355	Nanobdellota	Nanobdellia	JAGLWF01 sp019323355
GB_GCA_023133595	Nanobdellota	Nanobdellia	JAGLWF01 sp023133595
GB_GCA_030631345	Aenigmatarchaeota	Aenigmatarchaeia	JAGLWW01 sp023133195
GB_GCA_030640025	Nanobdellota	Nanobdellia	JAGLXL01 sp023132895
GB_GCA_030670315	Thermoproteota	Bathyarchaeia	JAGLZJ01 sp023131555
GB_GCA_023131225	Thermoproteota	Bathyarchaeia	JAGLZW01 sp023131225
GB_GCA_026014805	Thermoproteota	Bathyarchaeia	JAGLZW01 sp026014805
GB_GCA_029882535	Thermoproteota	Bathyarchaeia	JAGLZW01 sp029882535
GB_GCA_022848865	Thermoplasmatota	Thermoplasmata	JAGMCJ01 sp022848865
GB_GCA_030615325	Thermoplasmatota	Thermoplasmata	JAGMCJ01 sp023129265
GB_GCA_030629705	Thermoplasmatota	Thermoplasmata	JAGMCJ01 sp023130895
GB_GCA_030634705	Thermoplasmatota	Thermoplasmata	JAGMCJ01 sp023136265
GB_GCA_023129075	Micrarchaeota	Micrarchaeia	JAGMCT01 sp023129075
GB_GCA_018396955	Thermoproteota	Bathyarchaeia	JAGTQI01 sp018396955
GB_GCA_038727135	Thermoproteota	Bathyarchaeia	JAGTQI01 sp038727135
GB_GCA_038880555	Thermoproteota	Bathyarchaeia	JAGTQI01 sp038880555
GB_GCA_038882975	Thermoproteota	Bathyarchaeia	JAGTQI01 sp038882975
GB_GCA_038882615	Thermoproteota	Bathyarchaeia	JAGTQI01 sp038883715
GB_GCA_038883485	Thermoproteota	Bathyarchaeia	JAGTQN01 sp038850515
GB_GCA_029907545	Thermoproteota	Bathyarchaeia	JAGTQT01 sp029907545
GB_GCA_018396695	Thermoproteota	Bathyarchaeia	JAGTQU01 sp018396695
GB_GCA_041082175	Thermoproteota	Bathyarchaeia	JAGTQX01 sp018396675
GB_GCA_038852475	Thermoproteota	Bathyarchaeia	JAGTRB01 sp018396865
GB_GCA_938048735	Thermoproteota	Bathyarchaeia	JAGTRB01 sp938048735
GB_GCA_018396415	Thermoproteota	Bathyarchaeia	JAGTRE01 sp018396415
GB_GCA_020057405	Micrarchaeota	Micrarchaeia	JAGVFW01 sp020057405
GB_GCA_020056305	Micrarchaeota	Micrarchaeia	JAGVIA01 sp020056305
GB_GCA_020053375	Nanobdellota	Nanobdellia	JAGVNG01 sp020053375
GB_GCA_028713935	Iainarchaeota	Iainarchaeia	JAGVNX01 sp028713935
GB_GCA_020051845	Nanobdellota	Nanobdellia	JAGVQG01 sp020051845
GB_GCA_018304545	Aenigmatarchaeota	Aenigmatarchaeia	JAGVVZ01 sp018304545
GB_GCA_018304505	B1Sed10-29	B1Sed10-29	JAGVWA01 sp018304505
GB_GCA_018304465	Iainarchaeota	Iainarchaeia	JAGVWC01 sp018304465
GB_GCA_038045945	Nanobdellota	Nanobdellia	JAGVWS01 sp038045945
GB_GCA_041649045	Nanobdellota	Nanobdellia	JAGVXH01 sp041649045
GB_GCA_041649755	Nanobdellota	Nanobdellia	JAGVXH01 sp041649755
GB_GCA_041654895	Nanobdellota	Nanobdellia	JAGVXH01 sp041654895
GB_GCA_018303855	Nanobdellota	Nanobdellia	JAGVXI01 sp018303855
GB_GCA_018304055	Nanobdellota	Nanobdellia	JAGVXM01 sp018304055
GB_GCA_039796495	Nanobdellota	Nanobdellia	JAGVXM01 sp039796495
GB_GCA_036721585	Nanobdellota	Nanobdellia	JAGVXV01 sp018303625
GB_GCA_018303545	Nanobdellota	Nanobdellia	JAGVXY01 sp018303545
GB_GCA_018303515	Nanobdellota	Nanobdellia	JAGVXZ01 sp018303515
GB_GCA_018303405	Nanobdellota	Nanobdellia	JAGVYD01 sp018303405
GB_GCA_018303445	Nanobdellota	Nanobdellia	JAGVYE01 sp018303445
GB_GCA_018303425	Nanobdellota	Nanobdellia	JAGVYF01 sp018303425
GB_GCA_041650315	Nanobdellota	Nanobdellia	JAGVYF01 sp041650315
GB_GCA_018303365	Nanobdellota	Nanobdellia	JAGVYI01 sp018303365
GB_GCA_018303285	Nanobdellota	Nanobdellia	JAGVYL01 sp018303285
GB_GCA_018303245	Nanobdellota	Nanobdellia	JAGVYM01 sp018303245
GB_GCA_018303185	Nanobdellota	Nanobdellia	JAGVYR01 sp018303185
GB_GCA_018303125	Nanobdellota	Nanobdellia	JAGVYS01 sp018303125
GB_GCA_018303105	Nanobdellota	Nanobdellia	JAGVYU01 sp018303105
GB_GCA_036800005	Nanobdellota	Nanobdellia	JAGVYX01 sp018303045
GB_GCA_018302815	Nanobdellota	Nanobdellia	JAGVZE01 sp018302815
GB_GCA_036799925	Nanobdellota	Nanobdellia	JAGVZJ01 sp018302465
GB_GCA_018302545	Nanobdellota	Nanobdellia	JAGVZM01 sp018302545
GB_GCA_018302335	Nanobdellota	Nanobdellia	JAGVZT01 sp018302335
GB_GCA_036807805	Nanobdellota	Nanobdellia	JAGVZW01 sp018302235
GB_GCA_018302225	Nanobdellota	Nanobdellia	JAGVZY01 sp018302225
GB_GCA_018302125	Nanobdellota	Nanobdellia	JAGWAC01 sp018302125
GB_GCA_038046265	Nanobdellota	Nanobdellia	JAGWAC01 sp038046265
GB_GCA_018302105	Nanobdellota	Nanobdellia	JAGWAD01 sp018302105
GB_GCA_018302085	Nanobdellota	Nanobdellia	JAGWAF01 sp018302085
GB_GCA_028867435	Micrarchaeota	Micrarchaeia	JAGWGI01 sp028867435
GB_GCA_028866995	Micrarchaeota	Micrarchaeia	JAGWGW01 sp028866995
GB_GCA_028867135	Micrarchaeota	Micrarchaeia	JAGWGW01 sp028867135
GB_GCA_028866905	Micrarchaeota	Micrarchaeia	JAGWHI01 sp028866905
GB_GCA_028866715	Micrarchaeota	Micrarchaeia	JAGWHO01 sp028866715
GB_GCA_030640785	Halobacteriota	Syntropharchaeia	JAGXOS01 sp023131215
GB_GCA_937146515	Halobacteriota	Halobacteria	JAHENP01 sp018609965
RS_GCF_041361345	Halobacteriota	Halobacteria	JAHENP01 sp041361345
RS_GCF_041361465	Halobacteriota	Halobacteria	JAHENP01 sp041361465
GB_GCA_937142015	Halobacteriota	Halobacteria	JAHENP01 sp937142015
GB_GCA_023247085	Micrarchaeota	Micrarchaeia	JAHFHC01 sp023247085
GB_GCA_041648255	Nanobdellota	Nanobdellia	JAHFKM01 sp041648255
GB_GCA_023266895	Nanobdellota	Nanobdellia	JAHFOI01 sp023266895
GB_GCA_023266675	Nanobdellota	Nanobdellia	JAHFPP01 sp023266675
GB_GCA_038046425	Nanobdellota	Nanobdellia	JAHFRS01 sp038046425
GB_GCA_023269235	Thermoplasmatota	E2	JAHFTW01 sp023269235
GB_GCA_034667725	Thermoplasmatota	E2	JAHFTW01 sp034667725
GB_GCA_035526765	Thermoplasmatota	E2	JAHFTW01 sp035526765
GB_GCA_038046785	Thermoplasmatota	E2	JAHFTW01 sp038046785
GB_GCA_018901755	Aenigmatarchaeota	Aenigmatarchaeia	JAHIDZ01 sp018901755
GB_GCA_018830505	Nanobdellota	Nanobdellia	JAHIMK01 sp018896675
GB_GCA_018814205	Nanobdellota	Nanobdellia	JAHIUF01 sp018817005
GB_GCA_937912225	Nanobdellota	Nanobdellia	JAHIUF01 sp937912225
GB_GCA_018816705	Nanobdellota	Nanobdellia	JAHIVG01 sp018816705
GB_GCA_041306075	Altiarchaeota	Altiarchaeia	JAHIYG01 sp041306075
GB_GCA_018824985	Iainarchaeota	Iainarchaeia	JAHJAQ01 sp018813975
GB_GCA_018825175	Nanobdellota	Nanobdellia	JAHJAV01 sp018813685
GB_GCA_018813725	Nanobdellota	Nanobdellia	JAHJBD01 sp018813725
GB_GCA_037440825	Micrarchaeota	Micrarchaeia	JAHJBR01 sp037440825
GB_GCA_040757035	Micrarchaeota	Micrarchaeia	JAHJBR01 sp040757035
GB_GCA_041650355	Micrarchaeota	Micrarchaeia	JAHJBR01 sp041650355
GB_GCA_041694885	Micrarchaeota	Micrarchaeia	JAHJBR01 sp041694885
GB_GCA_018822605	Nanobdellota	Nanobdellia	JAHJDB01 sp018812765
GB_GCA_018822045	Nanobdellota	Nanobdellia	JAHJDQ01 sp018812355
GB_GCA_018822505	Nanobdellota	Nanobdellia	JAHJGQ01 sp018824365
GB_GCA_018819225	Micrarchaeota	Micrarchaeia	JAHJQN01 sp018819225
GB_GCA_018831025	Nanobdellota	Nanobdellia	JAHJRB01 sp018831025
GB_GCA_018829185	Nanobdellota	Nanobdellia	JAHJUI01 sp018829185
GB_GCA_020854915	Methanobacteriota	Methanobacteria	JAHKLT01 sp020854915
GB_GCA_020854925	Methanobacteriota_B	Thermococci	JAHKLV01 sp020854925
GB_GCA_020854825	Micrarchaeota	Micrarchaeia	JAHKLY01 sp020854825
GB_GCA_041653315	Micrarchaeota	Micrarchaeia	JAHKLY01 sp041653315
GB_GCA_018920345	Aenigmatarchaeota	Aenigmatarchaeia	JAHLMN01 sp018920345
GB_GCA_018920365	Aenigmatarchaeota	Aenigmatarchaeia	JAHLMN01 sp018920365
GB_GCA_026414305	Aenigmatarchaeota	Aenigmatarchaeia	JAHLMN01 sp026414305
GB_GCA_018920305	Aenigmatarchaeota	Aenigmatarchaeia	JAHLMO01 sp018920305
GB_GCA_038733315	Aenigmatarchaeota	Aenigmatarchaeia	JAHLMO01 sp038733315
GB_GCA_038742305	Aenigmatarchaeota	Aenigmatarchaeia	JAHLMO01 sp038742305
GB_GCA_038997165	Aenigmatarchaeota	Aenigmatarchaeia	JAHLMO01 sp038997165
GB_GCA_038997305	Aenigmatarchaeota	Aenigmatarchaeia	JAHLMO01 sp038997305
GB_GCA_038999735	Aenigmatarchaeota	Aenigmatarchaeia	JAHLMR01 sp018920255
GB_GCA_039091605	Aenigmatarchaeota	Aenigmatarchaeia	JAHLMS01 sp018920245
GB_GCA_028817155	Thermoproteota	Nitrososphaeria	JAHRAL01 sp003724275
GB_GCA_020027325	Thermoproteota	Nitrososphaeria	JAHRAL01 sp020027325
GB_GCA_963692915	Thermoproteota	Nitrososphaeria	JAHRAL01 sp963692915
GB_GCA_963693095	Thermoproteota	Nitrososphaeria	JAHRAL01 sp963693095
GB_GCA_034722435	Nanobdellota	Nanobdellia	JAHWHD01 sp034722435
GB_GCA_019323235	Nanobdellota	Nanobdellia	JAHWHN01 sp019323235
GB_GCA_019323255	Nanobdellota	Nanobdellia	JAHWHO01 sp019323255
GB_GCA_019322475	Nanobdellota	Nanobdellia	JAHWHQ01 sp019322475
GB_GCA_019322805	Nanobdellota	Nanobdellia	JAHWIC01 sp019322805
GB_GCA_019347805	Thermoplasmatota	E2	JAHWKR01 sp019347805
GB_GCA_019429005	EX4484-52	EX4484-52	JAHYJR01 sp019429005
GB_GCA_021106765	Halobacteriota	Methanosarcinia	JAIOTO01 sp021106765
GB_GCA_034659615	Halobacteriota	Methanosarcinia	JAIOTO01 sp034659615
GB_GCA_021735165	Nanobdellota	Nanobdellia	JAIPET01 sp021735165
GB_GCA_021736975	Nanobdellota	Nanobdellia	JAIPET01 sp021736975
GB_GCA_022848835	Thermoplasmatota	Thermoplasmata	JAJISG01 sp022848835
GB_GCA_030594205	Thermoplasmatota	Thermoplasmata	JAJISK01 sp030594205
GB_GCA_029948415	Thermoproteota	Nitrososphaeria	JAJIZT01 sp029948415
GB_GCA_035639375	Thermoproteota	Nitrososphaeria	JAJNBK01 sp035639375
GB_GCA_035642715	Thermoproteota	Nitrososphaeria	JAJNBK01 sp035642715
GB_GCA_002813105	Halobacteriota	UBA148	JAJOKI01 sp002813105
GB_GCA_021325295	Thermoproteota	Nitrososphaeria	JAJPHM01 sp021325295
GB_GCA_034667685	Thermoplasmatota	SW-10-69-26	JAJPHT01 sp034667685
GB_GCA_021324115	Thermoproteota	Nitrososphaeria	JAJPJS01 sp021324115
GB_GCA_026394375	Thermoplasmatota	Thermoplasmata	JAJRAL01 sp026394375
GB_GCA_035506675	Thermoplasmatota	Thermoplasmata	JAJRAL01 sp035506675
GB_GCA_028682915	Thermoplasmatota	Thermoplasmata	JAJRAN01 sp028682915
GB_GCA_038740345	Thermoplasmatota	Thermoplasmata	JAJRAN01 sp038740345
GB_GCA_028678665	Halobacteriota	Methanomicrobia	JAJRCY01 sp028678665
GB_GCA_024276825	Asgardarchaeota	Thorarchaeia	JAJRWI01 sp024276825
GB_GCA_024275665	B1Sed10-29	B1Sed10-29	JAJRYS01 sp024275665
GB_GCA_024281315	Thermoplasmatota	Thermoplasmata	JAJSAE01 sp024281315
GB_GCA_024274695	B1Sed10-29	B1Sed10-29	JAJSAI01 sp024274695
GB_GCA_021790425	Thermoplasmatota	Thermoplasmata	JAJYEA01 sp021790425
GB_GCA_027459185	Thermoplasmatota	Thermoplasmata	JAJYEA01 sp021796385
GB_GCA_027387225	Thermoplasmatota	Thermoplasmata	JAJYEA01 sp021809545
GB_GCA_021823345	Thermoplasmatota	Thermoplasmata	JAJYEA01 sp021823345
GB_GCA_027387075	Thermoplasmatota	Thermoplasmata	JAJYEA01 sp021832495
GB_GCA_027334535	Micrarchaeota	Micrarchaeia	JAJYJW01 sp021789155
GB_GCA_028866775	Micrarchaeota	Micrarchaeia	JAJYUY01 sp028866775
GB_GCA_027343005	Micrarchaeota	Micrarchaeia	JAJYVH01 sp021792095
GB_GCA_027363995	Micrarchaeota	Micrarchaeia	JAJYVH01 sp021818925
GB_GCA_027319905	Micrarchaeota	Micrarchaeia	JAJYVH01 sp021823435
GB_GCA_028866735	Micrarchaeota	Micrarchaeia	JAJYVH01 sp021828295
GB_GCA_027320365	Micrarchaeota	Micrarchaeia	JAJYVH01 sp023476545
GB_GCA_028867025	Micrarchaeota	Micrarchaeia	JAJYVH01 sp028867025
GB_GCA_027363615	Micrarchaeota	Micrarchaeia	JAJYVZ01 sp021791725
GB_GCA_021791655	Nanobdellota	Nanobdellia	JAJYWD01 sp021791655
GB_GCA_027363285	Micrarchaeota	Micrarchaeia	JAJYWY01 sp021791245
GB_GCA_021792775	Micrarchaeota	Micrarchaeia	JAJYXL01 sp021792775
GB_GCA_027327065	Micrarchaeota	Micrarchaeia	JAJYXL01 sp021801785
GB_GCA_027321695	Micrarchaeota	Micrarchaeia	JAJYXL01 sp021816885
GB_GCA_021817565	Micrarchaeota	Micrarchaeia	JAJYXL01 sp021817565
GB_GCA_021800365	Nanobdellota	Nanobdellia	JAJYZA01 sp021800365
GB_GCA_021818905	Nanobdellota	Nanobdellia	JAJYZA01 sp021818905
GB_GCA_027370735	Nanobdellota	Nanobdellia	JAJYZA01 sp021852265
GB_GCA_027334635	Micrarchaeota	Micrarchaeia	JAJZAB01 sp021789815
GB_GCA_023473935	Micrarchaeota	Micrarchaeia	JAJZAB01 sp021791535
GB_GCA_027333445	Micrarchaeota	Micrarchaeia	JAJZAB01 sp021801905
GB_GCA_021810105	Micrarchaeota	Micrarchaeia	JAJZAB01 sp021810105
GB_GCA_027323125	Micrarchaeota	Micrarchaeia	JAJZDT01 sp021828705
GB_GCA_027338815	Micrarchaeota	Micrarchaeia	JAJZIZ01 sp021804095
GB_GCA_027351665	Micrarchaeota	Micrarchaeia	JAJZMY01 sp021800515
GB_GCA_023380775	Micrarchaeota	Micrarchaeia	JAJZMY01 sp021848125
GB_GCA_027339545	Micrarchaeota	Micrarchaeia	JAJZNA01 sp021792235
GB_GCA_027363075	Micrarchaeota	Micrarchaeia	JAJZNA01 sp021803425
GB_GCA_021803945	Micrarchaeota	Micrarchaeia	JAJZNA01 sp021803945
GB_GCA_021848065	Micrarchaeota	Micrarchaeia	JAJZNA01 sp021848065
GB_GCA_027362985	Micrarchaeota	Micrarchaeia	JAJZNA01 sp027449585
GB_GCA_021835385	Micrarchaeota	Micrarchaeia	JAJZOD01 sp021801225
GB_GCA_021848095	Micrarchaeota	Micrarchaeia	JAJZOD01 sp021848095
GB_GCA_027343605	Micrarchaeota	Micrarchaeia	JAJZOD01 sp021852055
GB_GCA_021810045	Thermoplasmatota	Thermoplasmata	JAJZOM01 sp021810045
GB_GCA_027381315	Thermoplasmatota	Thermoplasmata	JAJZOM01 sp021817455
GB_GCA_027332165	Thermoplasmatota	Thermoplasmata	JAJZOM01 sp021850545
GB_GCA_023488885	Thermoplasmatota	Thermoplasmata	JAJZOM01 sp023488885
GB_GCA_027381115	Thermoplasmatota	Thermoplasmata	JAJZOM01 sp023489435
GB_GCA_027373115	Thermoplasmatota	Thermoplasmata	JAJZOT01 sp021820245
GB_GCA_038024865	Thermoplasmatota	Thermoplasmata	JAJZOT01 sp038024865
GB_GCA_027354545	Micrarchaeota	Micrarchaeia	JAJZVQ01 sp021845575
GB_GCA_021802515	Thermoplasmatota	Thermoplasmata	JAJZXB01 sp021835025
GB_GCA_027368495	Thermoplasmatota	Thermoplasmata	JAJZXB01 sp021846395
GB_GCA_021806165	Thermoplasmatota	Thermoplasmata	JAJZXY01 sp021806165
GB_GCA_027306485	Thermoplasmatota	Thermoplasmata	JAJZXY01 sp021817225
GB_GCA_027329505	Micrarchaeota	Micrarchaeia	JAJZYD01 sp021785805
GB_GCA_027342765	Micrarchaeota	Micrarchaeia	JAJZYD01 sp021790455
GB_GCA_021799475	Micrarchaeota	Micrarchaeia	JAJZYD01 sp021799475
GB_GCA_027334935	Micrarchaeota	Micrarchaeia	JAJZYD01 sp021806095
GB_GCA_027320165	Micrarchaeota	Micrarchaeia	JAJZYD01 sp021807115
GB_GCA_027327865	Micrarchaeota	Micrarchaeia	JAJZYD01 sp021827605
GB_GCA_027310755	Micrarchaeota	Micrarchaeia	JAJZYD01 sp027310755
GB_GCA_027310085	Micrarchaeota	Micrarchaeia	JAJZYD01 sp027310825
GB_GCA_030037495	Micrarchaeota	Micrarchaeia	JAJZYD01 sp030037495
GB_GCA_030040895	Micrarchaeota	Micrarchaeia	JAJZYD01 sp030040895
GB_GCA_027378535	Thermoplasmatota	Thermoplasmata	JAJZYH01 sp021798195
GB_GCA_027356945	Thermoproteota	Nitrososphaeria	JAJZYL01 sp021792955
GB_GCA_029786515	Thermoproteota	Nitrososphaeria	JAJZYL01 sp021798095
GB_GCA_027335715	Micrarchaeota	Micrarchaeia	JAJZZD01 sp021797745
GB_GCA_027376535	Thermoplasmatota	Thermoplasmata	JAKAAX01 sp021802125
GB_GCA_028867375	Thermoplasmatota	Thermoplasmata	JAKAAX01 sp028864975
GB_GCA_027380475	Thermoplasmatota	Thermoplasmata	JAKAFX01 sp021802055
GB_GCA_027347625	Thermoplasmatota	Thermoplasmata	JAKAFX01 sp021817735
GB_GCA_027346825	Micrarchaeota	Micrarchaeia	JAKAKT01 sp021813385
GB_GCA_041305385	Micrarchaeota	Micrarchaeia	JAKAKT01 sp041305385
GB_GCA_041650395	Micrarchaeota	Micrarchaeia	JAKALW01 sp041650395
GB_GCA_038877195	Thermoproteota	Nitrososphaeria	JAKAPW01 sp029775965
GB_GCA_021806135	Thermoplasmatota	Thermoplasmata	JAKATE01 sp021806135
GB_GCA_027378805	Thermoplasmatota	Thermoplasmata	JAKATE01 sp021827405
GB_GCA_021801355	Micrarchaeota	Micrarchaeia	JAKATK01 sp021801355
GB_GCA_021811435	Micrarchaeota	Micrarchaeia	JAKATK01 sp021811435
GB_GCA_027328445	Nanobdellota	Nanobdellia	JAKATQ01 sp021818665
GB_GCA_021812105	Micrarchaeota	Micrarchaeia	JAKATY01 sp021812105
GB_GCA_021827925	Micrarchaeota	Micrarchaeia	JAKATZ01 sp021827925
GB_GCA_027342585	Micrarchaeota	Micrarchaeia	JAKAUU01 sp021817505
GB_GCA_021797995	Micrarchaeota	Micrarchaeia	JAKAVK01 sp021797995
GB_GCA_027327145	Micrarchaeota	Micrarchaeia	JAKAVK01 sp021810375
GB_GCA_027321905	Micrarchaeota	Micrarchaeia	JAKAVK01 sp021817325
GB_GCA_027364595	Micrarchaeota	Micrarchaeia	JAKAVK01 sp027334165
GB_GCA_027385845	Thermoproteota	Thermoprotei_A	JAKAWJ01 sp021800035
GB_GCA_027338005	Micrarchaeota	Micrarchaeia	JAKAWW01 sp021816895
GB_GCA_027320705	Thermoplasmatota	Thermoplasmata	JAKAYB01 sp021826925
GB_GCA_026127925	Thermoplasmatota	Thermoplasmata	JAKAYB01 sp026127925
GB_GCA_027320125	Nanobdellota	Nanobdellia	JAKBJF01 sp021807125
GB_GCA_021828665	Thermoplasmatota	Thermoplasmata	JAKIVR01 sp021828665
GB_GCA_022750455	Thermoplasmatota	Thermoplasmata	JAKIVR01 sp022750455
GB_GCA_035933635	Thermoplasmatota	Thermoplasmata	JAKIVR01 sp035933635
GB_GCA_022749815	Thermoplasmatota	Thermoplasmata	JAKIWV01 sp022749815
GB_GCA_030037875	Thermoplasmatota	Thermoplasmata	JAKIWV01 sp030037875
GB_GCA_024399155	Thermoplasmatota	Thermoplasmata	JAKSHX01 sp024399155
GB_GCA_963580425	Thermoplasmatota	Poseidoniia	JAKUTA01 sp937897085
GB_GCA_022729235	Nanohalarchaeota	Nanosalinia	JALDAJ01 sp022729235
GB_GCA_022865315	Halobacteriota	Methanosarcinia	JALHSR01 sp022865315
GB_GCA_023230065	Thermoplasmatota	Thermoplasmata	JALNYB01 sp023230065
GB_GCA_963676235	Thermoplasmatota	Thermoplasmata	JALNYB01 sp963676235
GB_GCA_027006785	Thermoplasmatota	Thermoplasmata	JALTFR01 sp027006785
GB_GCA_027051165	Hydrothermarchaeota	Hydrothermarchaeia	JALTZZ01 sp027051165
GB_GCA_027051265	Hydrothermarchaeota	Hydrothermarchaeia	JALUTC01 sp027051265
GB_GCA_027021185	Hydrothermarchaeota	Hydrothermarchaeia	JALUUU01 sp027021185
GB_GCA_027011045	Iainarchaeota	Iainarchaeia	JALVAT01 sp027011045
GB_GCA_027028545	Thermoproteota	Thermoprotei_A	JALVIT01 sp027028545
GB_GCA_027031765	Asgardarchaeota	Thorarchaeia	JALVPN01 sp027031765
GB_GCA_027024255	Micrarchaeota	Micrarchaeia	JALVSQ01 sp027024255
GB_GCA_027030065	Thermoproteota	Thermoprotei_A	JALWGO01 sp027030065
GB_GCA_027083135	Thermoproteota	Thermoprotei_A	JALWQH01 sp027083135
GB_GCA_026995555	Thermoproteota	Thermoprotei_A	JALWTO01 sp026995555
GB_GCA_027321925	Nanobdellota	Nanobdellia	JAMCRB01 sp021810345
GB_GCA_027371175	Nanobdellota	Nanobdellia	JAMCRB01 sp023380435
GB_GCA_021809925	Micrarchaeota	Micrarchaeia	JAMCSO01 sp021809925
GB_GCA_027324445	Thermoplasmatota	Thermoplasmata	JAMCUS01 sp023379385
GB_GCA_027309935	Micrarchaeota	Micrarchaeia	JAMCYB01 sp021797575
GB_GCA_027337625	Micrarchaeota	Micrarchaeia	JAMCYB01 sp021827525
GB_GCA_023473665	Micrarchaeota	Micrarchaeia	JAMCYM01 sp023473665
GB_GCA_027332925	Micrarchaeota	Micrarchaeia	JAMCYW01 sp021792395
GB_GCA_021837285	Micrarchaeota	Micrarchaeia	JAMCYW01 sp027332905
GB_GCA_027331275	Thermoplasmatota	Thermoplasmata	JAMDBT01 sp021792595
