accession	ambiguous_bases	checkm2_completeness	checkm2_contamination	checkm2_model	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_type_designation_ncbi_taxa	gtdb_type_designation_ncbi_taxa_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count	phylum	class	species
GB_GCA_902791645.1	11	92.13	0.19	Specific	91.94	1.67	187	p__Euryarchaeota (UID3)	124	0	1219410	89.68063395171818	160	833025	61.29253467559711	1359725	GB_GCA_030168595.1	f	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__Methanomethylophilus sp001481295	not type material	none	f	34	33	59882	59882	none	0	none	none	none	0	none	none	none	none	none	none	none	none	8494	9125	f	f	t	13116	13213	Scaffold	Rumen uncultured genome RUG13687	na	PRJEB31266	SAMEA6151824	160	13116	none	2020-02-14	GCA_902791645.1	derived from metagenome	full	RUG13687	cattle rumen	none	0	none	uncultured euryarchaeote	none	na	none	149	33	13213	7280	3822	2020/02/14	11	114243	none	RUG13687	THE ROSLIN INSTITUTE	114243	d__Archaea;p__Euryarchaeota;c__;o__;f__;g__;s__	d__Archaea;p__Euryarchaeota;x__environmental samples;s__uncultured euryarchaeote	617	1359725	none	none	na	1359108	0	CADAWI000000000.1	1464	149	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	617	18	41	0	Thermoplasmatota	Thermoplasmata	Methanomethylophilus sp001481295
GB_GCA_038741265.1	0	96.58	0.08	Specific	99.05	0.63	245	c__Thermoprotei (UID148)	158	0	1256984	87.185206764049	32	557554	38.67229875012138	1441740	GB_GCA_030549835.1	f	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__DSZV01;s__DSZV01 sp030549835	not type material	none	f	6	6	216727	216727	98140	1	3072	JAVYLB010000004.1	none	0	none	none	3089	3871	0	89.511	AB078016.2156.5238	Archaea;Thermoproteota;Thermoproteia;Desulfurococcales;Acidilobaceae;Aeropyrum;Aeropyrum pernix	45054	45054	f	f	t	70485	70485	Contig	ASM3874126v1	na	PRJNA544494	SAMN36036630	32	70485	none	2024-04-29	GCA_038741265.1	derived from metagenome	full	BF2_201808_bins_74	none	none	0	0	Acidilobaceae archaeon	none	na	3	none	none	none	none	none	2024/04/29	0	2933264	1	BF2_201808_bins_74	The University of Texas at Austin	2933264	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Acidilobales;f__Acidilobaceae;g__;s__	d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Acidilobales;f__Acidilobaceae;x__unclassified Acidilobaceae;s__Acidilobaceae archaeon	0	1441740	11	45	na	1441740	0	JAVYLB000000000.1	1465	32	98140	1	none	none	none	none	none	none	1498	JAVYLB010000004.1	1373	2507	0	99.636	EU530580.1.1372	Archaea;Thermoproteota;Thermoproteia;Fervidicoccales;Fervidicoccaceae;Incertae Sedis;uncultured Aeropyrum sp.	0	18	45	0	Thermoproteota	Thermoprotei_A	DSZV01 sp030549835
GB_GCA_038831615.1	0	97.1	0	Specific	95.42	1.31	228	p__Euryarchaeota (UID49)	153	0	1320912	94.39751648672058	57	626051	44.74100214539212	1399308	GB_GCA_038882935.1	f	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__WYZ-LMO2;s__WYZ-LMO2 sp038882935	not type material	none	f	13	13	79073	97449	none	0	none	none	63815	1	115	JAWBKK010000004.1	none	none	none	none	none	none	24548	25913	f	f	t	37803	37803	Scaffold	ASM3883161v1	na	PRJNA544494	SAMN36038958	57	37803	none	2024-04-30	GCA_038831615.1	derived from metagenome	full	GXS_201907_bins_24	none	none	0	0	Archaeoglobaceae archaeon	none	na	1	54	13	37803	22162	13282	2024/04/30	3	2511821	0	GXS_201907_bins_24	The University of Texas at Austin	2511821	d__Archaea;p__Euryarchaeota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__;s__	d__Archaea;p__Euryarchaeota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;x__unclassified Archaeoglobaceae;s__Archaeoglobaceae archaeon	30	1399308	11	40	na	1399278	0	JAWBKK000000000.1	1599	54	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	30	18	40	0	Halobacteriota	Archaeoglobi	WYZ-LMO2 sp038882935
GB_GCA_028868075.1	0	95.84	0.22	Specific	96.38	1.96	234	p__Euryarchaeota (UID54)	153	0	1680370	88.22307964107414	72	1015331	53.33957089039638	1904683	RS_GCF_026891935.1	f	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanocorpusculaceae;g__Methanocorpusculum;s__Methanocorpusculum vombati	not type material	none	f	12	10	152618	166907	6130	1	2902	JAQARD010000010.1	6130	1	116	JAQARD010000010.1	2903	4606	0	95.35	CP000559.405676.408573	Archaea;Halobacteriota;Methanomicrobia;Methanomicrobiales;Methanocorpusculaceae;Methanocorpusculum;Methanocorpusculum labreanum Z	26437	34630	t	f	f	52979	59018	Scaffold	ASM2886807v1	na	PRJNA907943	SAMN32062345	72	52979	Australia	2023-02-27	GCA_028868075.1	derived from metagenome	full	HAC022.4	fecal sample	none	0	0	Methanocorpusculum sp.	none	na	3	55	10	59018	32032	19155	2023/02/27	17	2058474	1	HAC022.4	University of Queensland	2058474	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanocorpusculaceae;g__Methanocorpusculum;s__	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanomicrobiales;f__Methanocorpusculaceae;g__Methanocorpusculum;x__unclassified Methanocorpusculum;s__Methanocorpusculum sp.	1160	1904683	11	48	na	1903523	0	JAQARD000000000.1	1931	55	6130	1	none	none	none	none	none	none	1468	JAQARD010000010.1	1468	2440	0	96.73	CP000559.403632.405096	Archaea;Halobacteriota;Methanomicrobia;Methanomicrobiales;Methanocorpusculaceae;Methanocorpusculum;Methanocorpusculum labreanum Z	1160	19	48	0	Halobacteriota	Methanomicrobia	Methanocorpusculum vombati
GB_GCA_027491395.1	0	98.41	1.93	Specific	93.39	1.87	149	k__Archaea (UID2)	107	0	1547942	90.20719878087512	62	912110	53.15372803375321	1715985	GB_GCA_027491395.1	t	d__Archaea;p__Korarchaeota;c__Korarchaeia;o__Korarchaeales;f__Korarchaeaceae;g__WALU01;s__WALU01 sp027491395	not type material	none	f	8	8	158771	158771	145387	1	662	JAOZFI010000006.1	158771	1	114	JAOZFI010000036.1	583	992	0	97.427	CP000968.1328184.1331644	Archaea;Korarchaeota;Korarchaeia;Korarchaeales;Korarchaeaceae;Candidatus Korarchaeum;Candidatus Korarchaeum cryptofilum OPF8	27677	27677	f	f	t	48115	48115	Contig	ASM2749139v1	na	PRJNA881934	SAMN31014042	62	48115	Atlantic Ocean: Arctic Mid Ocean Ridge; Aegir hydrothermal vent field	2022-12-28	GCA_027491395.1	derived from metagenome	full	Aegir_M25_B233	White biofilm from Aegir hydrothermal vent field - GS20-ROV9-BS1	72.32 N 1.51 E	0	none	Thermoproteota archaeon	none	na	none	none	none	none	none	none	2022/12/28	0	2056631	none	Aegir_M25_B233	University of Bergen	2056631	d__Archaea;p__Thermoproteota;c__;o__;f__;g__;s__	d__Archaea;x__TACK group;p__Thermoproteota;x__unclassified Thermoproteota;s__Thermoproteota archaeon	0	1715985	none	none	na	1715985	0	JAOZFI000000000.1	1895	62	111501	1	none	none	none	none	none	none	366	JAOZFI010000043.1	366	669	0	99.727	DQ228629.1.1374	Archaea;Korarchaeota;Korarchaeia;Korarchaeales;Korarchaeaceae;Candidatus Korarchaeum;uncultured archaeon	0	19	46	0	Korarchaeota	Korarchaeia	WALU01 sp027491395
GB_GCA_035319805.1	0	99.66	1.79	Specific	94.32	0.93	149	k__Archaea (UID2)	107	0	1641345	89.84307861067533	9	966743	52.91706944324326	1826902	GB_GCA_026986575.1	f	d__Archaea;p__Korarchaeota;c__Korarchaeia;o__Korarchaeales;f__Korarchaeaceae;g__WALU01;s__WALU01 sp026986575	not type material	none	f	2	2	883081	883081	883081	1	3013	JACXSD010000003.1	883081	1	114	JACXSD010000003.1	2063	2878	0	92.147	CP000968.1328184.1331644	Archaea;Korarchaeota;Korarchaeia;Korarchaeales;Korarchaeaceae;Candidatus Korarchaeum;Candidatus Korarchaeum cryptofilum OPF8	202989	202989	t	f	f	504152	504152	Contig	ASM3531980v1	na	PRJNA502671	SAMN16124683	9	504152	none	2024-01-09	GCA_035319805.1	derived from metagenome	full	356-284-47	none	none	0	none	Thermoproteota archaeon	none	na	none	none	none	none	none	none	2024/01/09	0	2056631	none	356-284-47	DOE Joint Genome Institute	2056631	d__Archaea;p__Thermoproteota;c__;o__;f__;g__;s__	d__Archaea;x__TACK group;p__Thermoproteota;x__unclassified Thermoproteota;s__Thermoproteota archaeon	0	1826902	none	none	na	1826902	0	JACXSD000000000.1	1995	9	883081	1	none	none	none	none	none	none	1503	JACXSD010000003.1	1477	2621	0	98.714	AB007306.1.1479	Archaea;Korarchaeota;Korarchaeia;Korarchaeales;Korarchaeaceae;Candidatus Korarchaeum;unidentified archaeon	0	19	46	0	Korarchaeota	Korarchaeia	WALU01 sp026986575
GB_GCA_030754655.1	6	94.38	0.87	General	92.8	0.4	188	p__Euryarchaeota (UID3)	125	0	1142381	94.5728174790428	65	767458	63.53907597950742	1207938	GB_GCA_030754655.1	t	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__UBA8886;s__UBA8886 sp002731655	not type material	none	f	6	6	187549	187549	14806	2	492	JASLZX010000021.1	130414	1	114	JASLZX010000002.1	484	878	0	99.38	LWDU01032538.56639.59526	Archaea;Thermoplasmatota;Thermoplasmata;Marine Group II;Incertae Sedis;Incertae Sedis;hydrothermal vent metagenome	18582	21191	f	f	t	53030	53030	Scaffold	ASM3075465v1	na	PRJNA955304	SAMN34270649	65	53030	Pacific Ocean:Eastern Tropical North Pacific ODZ	2023-08-16	GCA_030754655.1	derived from metagenome	full	ETNP2_MAG_80	oxycline seawater	18.69 N 104.42 W	0	0	Candidatus Poseidoniia archaeon	none	na	4	57	6	53030	33366	14631	2023/08/16	8	2666348	1	ETNP2_MAG_80	Massachusetts Institute of Technology	2666348	d__Archaea;p__Candidatus Thermoplasmatota;c__Candidatus Poseidoniia;o__;f__;g__;s__	d__Archaea;p__Candidatus Thermoplasmatota;c__Candidatus Poseidoniia;x__unclassified Candidatus Poseidoniia;s__Candidatus Poseidoniia archaeon	80	1207938	11	42	na	1207858	0	JASLZX000000000.1	1178	57	38215	1	none	none	none	none	none	none	292	JASLZX010000010.1	292	518	2e-145	98.63	KF900591.20407.21874	Archaea;Thermoplasmatota;Thermoplasmata;Incertae Sedis;Incertae Sedis;Marine Group III;uncultured marine group II/III euryarchaeote KM3_133_A04	80	18	42	0	Thermoplasmatota	Poseidoniia	UBA8886 sp002731655
GB_GCA_021161465.1	0	92.99	0.17	General	90.81	1.87	149	k__Archaea (UID2)	107	0	897445	91.9243951055326	40	430048	44.049387167285	976286	GB_GCA_021161465.1	t	d__Archaea;p__B1Sed10-29;c__B1Sed10-29;o__WALL01;f__JAGHAM01;g__JAGHAM01;s__JAGHAM01 sp021161465	not type material	none	f	8	8	89653	89653	39014	1	3026	JAGHAM010000019.1	22469	1	117	JAGHAM010000006.1	2648	1498	0	77.455	DQ078753.33845.36869	Archaea;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured euryarchaeote Alv-FOS5	24407	24407	t	f	f	36798	36798	Contig	ASM2116146v1	na	PRJNA713414	SAMN18353726	40	36798	Pacific Ocean: Mexico; Pescadero Basin	2021-12-10	GCA_021161465.1	derived from metagenome	full	AUK230	marine hydrothermal sediment	23.957043 N 108.862273 W	0	0	Candidatus Diapherotrites archaeon	none	na	3	none	none	none	none	none	2021/12/10	0	2026736	1	AUK230	California Institute of Technology	2026736	d__Archaea;p__Candidatus Diapherotrites;c__;o__;f__;g__;s__	d__Archaea;x__DPANN group;p__Candidatus Diapherotrites;x__unclassified Candidatus Diapherotrites;s__Candidatus Diapherotrites archaeon	0	976286	11	34	na	976286	0	JAGHAM000000000.1	1104	40	39014	2	none	none	none	none	none	none	1147	JAGHAM010000019.1	1021	970	0	83.546	AY280439.1.1023	Archaea;Iainarchaeota;Iainarchaeia;Iainarchaeales;Incertae Sedis;Incertae Sedis;uncultured euryarchaeote	0	19	33	0	B1Sed10-29	B1Sed10-29	JAGHAM01 sp021161465
GB_GCA_041648475.1	0	99.9	4.04	Specific	100	1.31	228	p__Euryarchaeota (UID49)	153	0	2344536	88.59638946442803	42	1091341	41.24008856101947	2646311	GB_GCA_041648475.1	t	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanoperedenaceae;g__Methanoperedens;s__Methanoperedens sp041648475	not type material	none	f	8	8	311549	311549	none	0	none	none	105340	2	333	JBAZOV010000007.1	none	none	none	none	none	none	63007	63007	f	f	t	99483	99483	Contig	ASM4164847v1	na	PRJNA823399	SAMN39904651	42	99483	none	2024-08-29	GCA_041648475.1	derived from metagenome	full	SO_2017_SWC_14	none	none	0	0	Candidatus Methanoperedens sp.	none	na	3	none	none	none	none	none	2024/08/29	0	2032688	0	SO_2017_SWC_14	University of Waterloo	2032688	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Candidatus Methanoperedenaceae;g__Candidatus Methanoperedens;s__	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanosarcinales;f__Candidatus Methanoperedenaceae;g__Candidatus Methanoperedens;x__unclassified Candidatus Methanoperedens;s__Candidatus Methanoperedens sp.	0	2646311	11	43	na	2646311	0	JBAZOV000000000.1	2968	42	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	18	43	0	Halobacteriota	Methanosarcinia	Methanoperedens sp041648475
GB_GCA_030019335.1	24	100	0.7	General	96.73	2.88	149	k__Archaea (UID2)	107	0	1383605	84.47499735940269	74	684168	41.77451696337201	1637887	GB_GCA_030019335.1	t	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathycorpusculaceae;g__JASEET01;s__JASEET01 sp030019335	not type material	none	f	4	4	332253	332253	9238	1	524	JASEET010000025.1	201034	1	91	JASEET010000003.1	521	691	0	90.787	MTLV01000029.27886.29946	Archaea;Thermoproteota;Bathyarchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;Candidatus Bathyarchaeota archaeon JdFR-08	22132	22436	f	f	t	142148	142148	Scaffold	ASM3001933v1	na	PRJNA967334	SAMN34587874	74	142148	Russia: Yessentuki mineral water deposit	2023-05-15	GCA_030019335.1	derived from metagenome	full	Yes46-05	groundwater	44.11389481 N 42.89305572 E	0	0	Candidatus Bathyarchaeia archaeon	none	na	4	73	4	142148	37078	12485	2023/05/15	1	3045160	1	Yes46-05	Research Center of Biotechnology RAS	3045160	d__Archaea;p__Candidatus Bathyarchaeota;c__Candidatus Bathyarchaeia;o__;f__;g__;s__	d__Archaea;x__TACK group;p__Candidatus Bathyarchaeota;c__Candidatus Bathyarchaeia;x__unclassified Candidatus Bathyarchaeia;s__Candidatus Bathyarchaeia archaeon	99	1637887	11	42	na	1637788	0	JASEET000000000.1	2103	73	201034	1	none	none	none	none	none	none	1495	JASEET010000003.1	1495	2573	0	97.726	KX581159.1.1496	Archaea;Thermoproteota;Bathyarchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured organism	99	18	42	0	Thermoproteota	Bathyarchaeia	JASEET01 sp030019335
GB_GCA_038892435.1	0	95.56	0.21	Specific	96.32	1.47	174	k__Archaea (UID146)	136	33.33	1741317	90.58281851152861	198	1103297	57.4200811054996	1922348	GB_GCA_038731975.1	f	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermofilales;f__Thermofilaceae;g__JANXEW01;s__JANXEW01 sp038731975	not type material	none	f	32	30	114452	130431	41361	1	3074	JAWATJ010000007.1	none	0	none	none	3082	3906	0	89.747	CP000505.363018.366076	Archaea;Thermoproteota;Thermoproteia;Thermoproteales;Thermofilaceae;Thermofilum;Thermofilum pendens Hrk 5	9704	10171	f	f	t	14444	16882	Scaffold	ASM3889243v1	na	PRJNA544494	SAMN36038367	198	14444	none	2024-04-30	GCA_038892435.1	derived from metagenome	full	ZMQR_201709_bins_9	none	none	0	0	Thermofilaceae archaeon	none	na	3	189	30	16882	7461	3808	2024/04/30	9	2268203	1	ZMQR_201709_bins_9	The University of Texas at Austin	2268203	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermofilales;f__Thermofilaceae;g__;s__	d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Thermofilales;f__Thermofilaceae;x__unclassified Thermofilaceae;s__Thermofilaceae archaeon	900	1922348	11	46	na	1921448	0	JAWATJ000000000.1	2102	189	41361	1	none	none	none	none	none	none	1510	JAWATJ010000007.1	1373	2531	0	99.927	EU530583.1.1373	Archaea;Thermoproteota;Thermoproteia;Thermoproteales;Thermofilaceae;Thermofilum;uncultured Thermofilum sp.	900	19	48	0	Thermoproteota	Thermoprotei	JANXEW01 sp038731975
GB_GCA_902760885.1	17	94.77	0.31	Specific	96.24	0.81	187	p__Euryarchaeota (UID3)	124	0	1398361	89.50146218387354	121	946284	60.584820182391375	1562389	GB_GCA_030168595.1	f	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__Methanomethylophilus sp001481295	not type material	none	f	24	21	69205	82149	none	0	none	none	48729	1	89	CACWIK010000015.1	none	none	none	none	none	none	12908	14075	f	f	t	19360	22536	Scaffold	Rumen uncultured genome RUG10606	na	PRJEB31266	SAMEA6148739	121	19360	none	2020-02-14	GCA_902760885.1	derived from metagenome	full	RUG10606	cattle rumen	none	0	none	uncultured euryarchaeote	none	na	none	111	21	22536	11004	6122	2020/02/14	10	114243	none	RUG10606	THE ROSLIN INSTITUTE	114243	d__Archaea;p__Euryarchaeota;c__;o__;f__;g__;s__	d__Archaea;p__Euryarchaeota;x__environmental samples;s__uncultured euryarchaeote	456	1562389	none	none	na	1561933	0	CACWIK000000000.1	1633	111	10043	1	none	none	none	none	none	none	1360	CACWIK010000047.1	1360	2512	0	100	LOPS01000047.67273.68745	Archaea;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomethylophilaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus sp. 1R26	456	19	45	0	Thermoplasmatota	Thermoplasmata	Methanomethylophilus sp001481295
GB_GCA_023264635.1	0	96.09	0.42	General	84.58	2.8	149	k__Archaea (UID2)	107	0	1184200	89.9824092824279	53	548522	41.682111606311715	1316035	GB_GCA_023264635.1	t	d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__JACQSS01;g__JACQSS01;s__JACQSS01 sp023264635	not type material	none	f	10	10	100192	100192	30815	1	2939	JAHFLT010000017.1	71538	1	100	JAHFLT010000005.1	2444	1430	0	77.864	KP308742.1709.4649	Archaea;Nanoarchaeota;Woesearchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured archaeon	24829	28609	f	f	t	45440	45440	Scaffold	ASM2326463v1	na	PRJNA699054	SAMN19017420	53	45440	New Zealand: Canterbury region	2022-05-06	GCA_023264635.1	derived from metagenome	full	nzgw44	groundwater	none	0	none	Candidatus Woesearchaeota archaeon	none	na	none	46	10	45440	29891	12260	2022/05/06	7	2026803	none	nzgw44	The University of Auckland	2026803	d__Archaea;p__Candidatus Woesearchaeota;c__;o__;f__;g__;s__	d__Archaea;x__DPANN group;p__Candidatus Woesearchaeota;x__unclassified Candidatus Woesearchaeota;s__Candidatus Woesearchaeota archaeon	70	1316035	none	none	na	1315965	0	JAHFLT000000000.1	1395	46	30815	1	none	none	none	none	none	none	1664	JAHFLT010000017.1	742	802	0	86.253	KP308713.3394.4858	Archaea;Nanoarchaeota;Nanoarchaeia;Woesearchaeales;Incertae Sedis;Incertae Sedis;uncultured archaeon	70	17	37	0	Nanobdellota	Nanobdellia	JACQSS01 sp023264635
GB_GCA_038046265.1	0	96.88	0.21	General	73.83	0	149	k__Archaea (UID2)	107	0	730267	92.27743365403812	45	245364	31.018214180968656	791382	GB_GCA_038046265.1	t	d__Archaea;p__Nanobdellota;c__Nanobdellia;o__SCGC-AAA011-G17;f__JACPIM01;g__JAGWAC01;s__JAGWAC01 sp038046265	not type material	none	f	8	6	143890	143890	93594	1	422	JBBSWN010000002.1	29292	1	109	JBBSWN010000027.1	183	154	8.61e-36	82.514	CEVG01343764.299.3142	Archaea;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;marine metagenome	17578	21388	f	f	t	29292	37993	Scaffold	ASM3804626v1	na	PRJNA1023913	SAMN37683110	45	29292	none	2024-04-09	GCA_038046265.1	derived from metagenome	full	H51-bin052_1	none	none	0	0	Nanoarchaeota archaeon	none	na	2	37	6	37993	16078	10010	2024/04/09	8	2026764	0	H51-bin052_1	Collaborative Research Centre AquaDiva	2026764	d__Archaea;p__Nanoarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__DPANN group;p__Nanoarchaeota;x__unclassified Nanoarchaeota;s__Nanoarchaeota archaeon	350	791382	11	24	na	791032	0	JBBSWN000000000.1	985	37	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	350	16	22	0	Nanobdellota	Nanobdellia	JAGWAC01 sp038046265
GB_GCA_027378805.1	0	94.74	0.08	General	96.67	2	188	p__Euryarchaeota (UID3)	125	33.33	1720866	90.26447294503824	177	1331319	69.83158936065642	1906471	GB_GCA_021827405.1	f	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA184;f__UBA184;g__JAKATE01;s__JAKATE01 sp021827405	not type material	none	f	38	38	61319	61319	21240	2	1883	DAIFBB010000147.1	5182	1	116	DAIFBB010000076.1	1915	798	0	75.144	MTNE01000182.202.3106	Archaea;Thermoplasmatota;Thermoplasmata;Incertae Sedis;Incertae Sedis;Incertae Sedis;Thermoplasmatales archaeon JdFR-43	10771	10771	f	f	t	17283	17283	Contig	ASM2737880v1	na	PRJNA834572	SAMN28407317	177	17283	China: Jiangxi; Yongping	2022-12-27	GCA_027378805.1	derived from metagenome	full	clean3116	sediment	28.19111 N 117.766944 E	0	none	Thermoplasmata archaeon	none	na	none	none	none	none	none	none	2022/12/27	0	1906666	none	clean3116	an eLibrary of Microbial Systematics and Genomics	1906666	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__;f__;g__;s__	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;x__unclassified Thermoplasmata;s__Thermoplasmata archaeon	0	1906471	none	none	na	1906471	0	DAIFBB000000000.1	1894	177	23383	1	none	none	none	none	none	none	1468	DAIFBB010000103.1	1336	2435	0	99.551	FJ228392.1.1341	Archaea;Thermoplasmatota;Thermoplasmata;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured Thermoplasmatales archaeon	0	19	43	0	Thermoplasmatota	Thermoplasmata	JAKATE01 sp021827405
RS_GCF_000979755.1	17	99.96	1.26	Specific	100	0.65	228	p__Euryarchaeota (UID49)	153	0	3111563	75.49583246694228	214	1707027	41.42740514196488	4121503	RS_GCF_000970205.1	f	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	not type material	none	f	33	25	271441	305594	89229	1	2891	NZ_JJPT01000103.1	89229	1	117	NZ_JJPT01000103.1	2891	5334	0	99.965	CP009509.1353503.1356396	Archaea;Halobacteriota;Methanosarcinia;Methanosarcinales;Methanosarcinaceae;Methanosarcina;Methanosarcina mazei WWM610	19254	24679	t	f	f	36753	47520	Scaffold	gtlEnvA5udCFS	na	PRJNA224116	SAMN02708952	214	36753	USA: Columbia River Estuary; north of Astoria; OR	2015-04-23	GCA_000979755.1	none	full	na	sediment	46.1597 N 123.8065 W	0	0	Methanosarcina mazei	3481	na	3	167	25	47520	24339	13823	2015/04/23	47	2209	1	3.H.M.1A.1	University of Illinois at Urbana-Champaign	2209	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	960	4121503	11	57	na	4120543	0	JJPT00000000.1	3555	167	89229	1	1473	2699	0	99.728	439	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__mazei	1475	NZ_JJPT01000103.1	1470	2715	0	100	CP009511.40604.42073	Archaea;Halobacteriota;Methanosarcinia;Methanosarcinales;Methanosarcinaceae;Methanosarcina;Methanosarcina mazei SarPi	960	19	57	0	Halobacteriota	Methanosarcinia	Methanosarcina mazei
